file,decision,priority,risk_score,loc,has_nearby_test,any_count,console_count,catch_count,runtime_unreachable,planned_move_scope,reasons
src/services/chat/handlers/generalTurn.handler.ts,KEEP,none,1,26,false,0,0,0,false,true,no_nearby_tests
src/services/chat/handlers/knowledgeTurn.handler.ts,KEEP,none,1,26,false,0,0,0,false,true,no_nearby_tests
src/services/creative/nanoBananaFactory.ts,KEEP,none,1,26,false,0,0,0,false,false,no_nearby_tests
src/services/editing/agents/types.ts,KEEP,none,1,26,false,0,0,0,false,true,no_nearby_tests
src/services/editing/agents/defaultEditAgent.service.ts,KEEP,none,1,24,false,0,0,0,false,true,no_nearby_tests
src/services/editing/spreadsheetModel/spreadsheetModel.validation.ts,KEEP,none,1,23,false,0,0,0,false,true,no_nearby_tests
src/services/editing/spreadsheetModel/spreadsheetModel.conditionalFormat.ts,KEEP,none,1,21,false,0,0,0,false,true,no_nearby_tests
src/services/editing/allybi/index.ts,KEEP,none,1,18,false,0,0,0,false,true,no_nearby_tests
src/services/editing/spreadsheetModel/index.ts,KEEP,none,1,18,false,0,0,0,false,true,no_nearby_tests
src/services/chat/handlers/types.ts,KEEP,none,1,15,false,0,0,0,false,true,no_nearby_tests
src/services/editing/contracts/index.ts,KEEP,none,1,15,false,0,0,0,false,true,no_nearby_tests
src/services/editing/spreadsheetModel/spreadsheetModel.table.ts,KEEP,none,1,11,false,0,0,0,false,true,no_nearby_tests
src/services/telemetry/index.ts,KEEP,none,1,11,false,0,0,0,false,false,no_nearby_tests
src/services/editing/agents/index.ts,KEEP,none,1,10,false,0,0,0,false,true,no_nearby_tests
src/services/editing/spreadsheetModel/spreadsheetModel.sortFilter.ts,KEEP,none,1,10,false,0,0,0,false,true,no_nearby_tests
src/services/extraction/index.ts,KEEP,none,1,8,false,0,0,0,false,false,no_nearby_tests
src/services/ingestion/index.ts,KEEP,none,1,6,false,0,0,0,false,false,no_nearby_tests
src/services/llm/core/llmErrors.types.ts,KEEP,none,1,3,false,0,0,0,false,false,no_nearby_tests
src/services/llm/core/llmStreaming.types.ts,KEEP,none,1,3,false,0,0,0,false,false,no_nearby_tests
src/services/llm/core/llmTools.types.ts,KEEP,none,1,3,false,0,0,0,false,false,no_nearby_tests
src/services/llm/providers/gemini/llmClient.interface.ts,KEEP,none,1,3,false,0,0,0,false,false,no_nearby_tests
src/services/llm/providers/gemini/llmErrors.types.ts,KEEP,none,1,3,false,0,0,0,false,false,no_nearby_tests
src/services/llm/providers/gemini/llmStreaming.types.ts,KEEP,none,1,3,false,0,0,0,false,false,no_nearby_tests
src/services/llm/providers/gemini/llmTools.types.ts,KEEP,none,1,3,false,0,0,0,false,false,no_nearby_tests
src/services/chat/chat.types.ts,KEEP,none,1,2,false,0,0,0,false,true,no_nearby_tests
src/services/chatRuntime.contracts.ts,KEEP,none,1,2,false,0,0,0,false,false,no_nearby_tests
src/services/config/fallbackConfig.service.ts,KEEP,none,0,416,true,4,0,1,false,false,
src/services/core/scope/documentReferenceResolver.service.ts,KEEP,none,0,388,true,0,0,0,false,false,
src/services/core/policy/clarificationPolicy.service.ts,KEEP,none,0,317,true,0,0,0,false,false,
src/services/spreadsheetEngine/spreadsheetEngine.client.ts,KEEP,none,0,277,true,2,0,3,false,false,
src/services/memory/conversationMemory.service.ts,KEEP,none,0,273,true,2,2,2,false,false,
src/services/editing/intentRuntime/segmenter.ts,KEEP,none,0,262,true,0,0,0,false,true,
src/services/core/retrieval/retrievalPlanParser.service.ts,KEEP,none,0,234,true,0,0,0,false,false,
src/services/core/banks/documentIntelligenceIntegrity.service.ts,KEEP,none,0,212,true,0,0,0,false,true,
src/services/editing/safety/editingSafetyGate.service.ts,KEEP,none,0,206,true,0,0,0,false,true,
src/services/connectors/slack/slackEvents.controller.ts,KEEP,none,0,205,true,0,0,2,false,false,
src/services/documents/documentCrypto.service.ts,KEEP,none,0,195,true,0,0,0,false,false,
src/services/documents/documentContentVault.service.ts,KEEP,none,0,188,true,0,0,0,false,false,
src/services/ingestion/chunking.service.ts,KEEP,none,0,187,true,0,0,0,false,false,
src/services/chat/encryptedChatRepo.service.ts,KEEP,none,0,186,true,0,0,0,false,true,
src/services/security/keyManager.service.ts,KEEP,none,0,175,true,1,0,0,false,false,
src/services/spreadsheetEngine/spreadsheetEngine.service.ts,KEEP,none,0,152,true,0,0,0,false,false,
src/services/core/policy/refusalPolicy.service.ts,KEEP,none,0,151,true,0,0,0,false,false,
src/services/llm/core/llmChatEngine.ts,KEEP,none,0,149,true,0,0,0,false,false,
src/services/editing/entrypoints/editingAgentRouter.service.ts,KEEP,none,0,138,true,0,0,0,false,true,
src/services/chat/chatKernel.service.ts,KEEP,none,0,130,true,1,0,1,false,true,
src/services/core/policy/loggingPolicy.service.ts,KEEP,none,0,119,true,1,0,0,false,false,
src/services/core/policy/governanceRuntimePolicy.service.ts,KEEP,none,0,116,true,0,0,0,false,false,
src/services/chat/conversationKey.service.ts,KEEP,none,0,92,true,0,0,0,false,true,
src/services/security/encryption.service.ts,KEEP,none,0,85,true,0,0,0,false,false,
src/services/folders/folderCrypto.service.ts,KEEP,none,0,81,true,0,0,0,false,false,
src/services/chat/chatCrypto.service.ts,KEEP,none,0,72,true,0,0,0,false,true,
src/services/core/policy/compliancePolicy.service.ts,KEEP,none,0,62,true,0,0,0,false,false,
src/services/chat/guardrails/editorMode.guard.ts,KEEP,none,0,51,true,0,0,0,false,true,
src/services/chat/encryptedChatContext.service.ts,KEEP,none,0,27,true,0,0,0,false,true,
src/services/security/envelope.service.ts,KEEP,none,0,23,true,0,0,0,false,false,
src/services/security/hkdf.service.ts,KEEP,none,0,19,true,0,0,0,false,false,
src/services/core/enforcement/responseContractEnforcer.service.ts,KEEP,none,0,2,true,0,0,0,false,false,
src/services/core/policy/policyValidator.service.ts,DELETE,none,0,389,true,2,0,0,true,false,runtime_unreachable
src/services/core/banks/bankSchemas.ts,DELETE,none,0,128,false,0,0,0,true,true,runtime_unreachable
src/services/core/policy/policyContracts.ts,DELETE,none,0,83,false,0,0,0,true,false,runtime_unreachable
src/services/core/policy/policyCertificationRunner.service.ts,DELETE,none,0,68,true,0,0,0,true,false,runtime_unreachable
src/services/security/plaintextPolicy.ts,DELETE,none,0,11,true,0,0,0,true,false,runtime_unreachable
